,product_id,product_lvl1_cat_desc,product_lvl2_cat_desc
1554,162320,Beauty,PersonalCare
1555,165799,Beauty,PersonalCare
1556,165801,Beauty,PersonalCare
1557,166040,Beauty,PersonalCare
1558,170956,Beauty,PersonalCare
1559,170988,Beauty,PersonalCare
1560,171314,Beauty,PersonalCare
1561,171456,Beauty,PersonalCare
1562,171457,Beauty,PersonalCare
1563,171803,Beauty,PersonalCare
1564,172888,Beauty,PersonalCare
1565,198065,Beauty,PersonalCare
1566,198081,Beauty,PersonalCare
1567,219959,Beauty,PersonalCare
1568,101823,Beauty,ProfessionalHairCare
1569,112170,Beauty,ProfessionalHairCare
1570,112173,Beauty,ProfessionalHairCare
1571,117418,Beauty,ProfessionalHairCare
1572,117423,Beauty,ProfessionalHairCare
1573,117424,Beauty,ProfessionalHairCare
1574,118363,Beauty,ProfessionalHairCare
1575,118364,Beauty,ProfessionalHairCare
1576,118366,Beauty,ProfessionalHairCare
1577,118368,Beauty,ProfessionalHairCare
1578,118374,Beauty,ProfessionalHairCare
1579,119076,Beauty,ProfessionalHairCare
1580,119089,Beauty,ProfessionalHairCare
1581,120519,Beauty,ProfessionalHairCare
1582,128833,Beauty,ProfessionalHairCare
1583,128835,Beauty,ProfessionalHairCare
1584,129313,Beauty,ProfessionalHairCare
1585,129315,Beauty,ProfessionalHairCare
1586,129537,Beauty,ProfessionalHairCare
1587,129541,Beauty,ProfessionalHairCare
1588,130971,Beauty,ProfessionalHairCare
1589,130972,Beauty,ProfessionalHairCare
1590,153267,Beauty,ProfessionalHairCare
1591,153268,Beauty,ProfessionalHairCare
1592,154669,Beauty,ProfessionalHairCare
1593,154670,Beauty,ProfessionalHairCare
1594,154676,Beauty,ProfessionalHairCare
1595,154683,Beauty,ProfessionalHairCare
1596,154685,Beauty,ProfessionalHairCare
1597,154686,Beauty,ProfessionalHairCare
1598,154692,Beauty,ProfessionalHairCare
1599,154693,Beauty,ProfessionalHairCare
1600,171383,Beauty,ProfessionalHairCare
1601,187151,Beauty,ProfessionalHairCare
1602,201903,Beauty,ProfessionalHairCare
1603,201908,Beauty,ProfessionalHairCare
1604,246860,Beauty,ProfessionalHairCare
1605,285,Beauty,SkinCare
1606,1062,Beauty,SkinCare
1607,2301,Beauty,SkinCare
1608,3310,Beauty,SkinCare
1609,4227,Beauty,SkinCare
1610,6213,Beauty,SkinCare
1611,6304,Beauty,SkinCare
1612,6374,Beauty,SkinCare
1613,7499,Beauty,SkinCare
1614,8814,Beauty,SkinCare
1615,9258,Beauty,SkinCare
1616,11031,Beauty,SkinCare
1617,12955,Beauty,SkinCare
1618,14064,Beauty,SkinCare
1619,14570,Beauty,SkinCare
1620,15112,Beauty,SkinCare
1621,15460,Beauty,SkinCare
1622,16474,Beauty,SkinCare
1623,17778,Beauty,SkinCare
1624,17826,Beauty,SkinCare
1625,18567,Beauty,SkinCare
1626,20469,Beauty,SkinCare
1627,21143,Beauty,SkinCare
1628,24778,Beauty,SkinCare
1629,25052,Beauty,SkinCare
1630,25557,Beauty,SkinCare
1631,25739,Beauty,SkinCare
1632,26448,Beauty,SkinCare
1633,27474,Beauty,SkinCare
1634,27488,Beauty,SkinCare
1635,27905,Beauty,SkinCare
1636,30058,Beauty,SkinCare
1637,30957,Beauty,SkinCare
1638,32599,Beauty,SkinCare
1639,32964,Beauty,SkinCare
1640,33276,Beauty,SkinCare
1641,33819,Beauty,SkinCare
1642,35224,Beauty,SkinCare
1643,36240,Beauty,SkinCare
1644,36724,Beauty,SkinCare
1645,38030,Beauty,SkinCare
1646,39853,Beauty,SkinCare
1647,41202,Beauty,SkinCare
1648,42591,Beauty,SkinCare
1649,44504,Beauty,SkinCare
1650,47237,Beauty,SkinCare
1651,47456,Beauty,SkinCare
1652,48770,Beauty,SkinCare
1653,50384,Beauty,SkinCare
1654,51892,Beauty,SkinCare
1655,52956,Beauty,SkinCare
1656,53026,Beauty,SkinCare
1657,53067,Beauty,SkinCare
1658,53595,Beauty,SkinCare
1659,54860,Beauty,SkinCare
1660,54995,Beauty,SkinCare
1661,58917,Beauty,SkinCare
1662,61832,Beauty,SkinCare
1663,62167,Beauty,SkinCare
1664,66227,Beauty,SkinCare
1665,67374,Beauty,SkinCare
1666,69705,Beauty,SkinCare
1667,70000,Beauty,SkinCare
1668,72458,Beauty,SkinCare
1669,74879,Beauty,SkinCare
1670,77262,Beauty,SkinCare
1671,77464,Beauty,SkinCare
1672,78598,Beauty,SkinCare
1673,84326,Beauty,SkinCare
1674,84455,Beauty,SkinCare
1675,84902,Beauty,SkinCare
1676,85227,Beauty,SkinCare
1677,85406,Beauty,SkinCare
1678,86966,Beauty,SkinCare
1679,88938,Beauty,SkinCare
1680,89905,Beauty,SkinCare
1681,92387,Beauty,SkinCare
1682,93327,Beauty,SkinCare
1683,98969,Beauty,SkinCare
1684,101257,Beauty,SkinCare
1685,104312,Beauty,SkinCare
1686,108152,Beauty,SkinCare
1687,113692,Beauty,SkinCare
1688,119100,Beauty,SkinCare
1689,122034,Beauty,SkinCare
1690,123583,Beauty,SkinCare
1691,127060,Beauty,SkinCare
1692,127061,Beauty,SkinCare
1693,127377,Beauty,SkinCare
1694,129846,Beauty,SkinCare
1695,131850,Beauty,SkinCare
1696,131851,Beauty,SkinCare
1697,131852,Beauty,SkinCare
1698,131854,Beauty,SkinCare
1699,131855,Beauty,SkinCare
1700,134308,Beauty,SkinCare
1701,134315,Beauty,SkinCare
1702,137096,Beauty,SkinCare
1703,140987,Beauty,SkinCare
1704,140993,Beauty,SkinCare
1705,142803,Beauty,SkinCare
1706,143008,Beauty,SkinCare
1707,152407,Beauty,SkinCare
1708,161539,Beauty,SkinCare
1709,161540,Beauty,SkinCare
1710,161542,Beauty,SkinCare
1711,161545,Beauty,SkinCare
1712,161563,Beauty,SkinCare
1713,167790,Beauty,SkinCare
1714,167933,Beauty,SkinCare
1715,167944,Beauty,SkinCare
1716,173608,Beauty,SkinCare
1717,173613,Beauty,SkinCare
1718,179140,Beauty,SkinCare
1719,194279,Beauty,SkinCare
1720,197378,Beauty,SkinCare
1721,197389,Beauty,SkinCare
1722,197881,Beauty,SkinCare
1723,198203,Beauty,SkinCare
1724,220419,Beauty,SkinCare
1725,220425,Beauty,SkinCare
1726,173243,Beauty,TravelAndGiftSets
1727,201885,Beauty,TravelAndGiftSets
1728,262,Beverages,HotDrinks
1729,269,Beverages,HotDrinks
1730,629,Beverages,HotDrinks
1731,840,Beverages,HotDrinks
1732,1061,Beverages,HotDrinks
1733,1216,Beverages,HotDrinks
1734,1677,Beverages,HotDrinks
1735,2312,Beverages,HotDrinks
1736,3587,Beverages,HotDrinks
1737,4180,Beverages,HotDrinks
1738,4336,Beverages,HotDrinks
1739,4388,Beverages,HotDrinks
1740,5864,Beverages,HotDrinks
1741,6506,Beverages,HotDrinks
1742,8705,Beverages,HotDrinks
1743,9442,Beverages,HotDrinks
1744,10538,Beverages,HotDrinks
1745,11838,Beverages,HotDrinks
1746,11871,Beverages,HotDrinks
1747,12931,Beverages,HotDrinks
1748,13011,Beverages,HotDrinks
1749,13778,Beverages,HotDrinks
1750,15093,Beverages,HotDrinks
1751,16182,Beverages,HotDrinks
1752,16195,Beverages,HotDrinks
1753,16853,Beverages,HotDrinks
1754,17084,Beverages,HotDrinks
1755,17538,Beverages,HotDrinks
1756,18544,Beverages,HotDrinks
1757,18884,Beverages,HotDrinks
1758,18966,Beverages,HotDrinks
1759,20255,Beverages,HotDrinks
1760,20423,Beverages,HotDrinks
1761,20424,Beverages,HotDrinks
1762,21626,Beverages,HotDrinks
1763,21721,Beverages,HotDrinks
1764,22432,Beverages,HotDrinks
1765,22479,Beverages,HotDrinks
1766,23568,Beverages,HotDrinks
1767,24065,Beverages,HotDrinks
1768,24364,Beverages,HotDrinks
1769,24909,Beverages,HotDrinks
1770,24975,Beverages,HotDrinks
1771,25159,Beverages,HotDrinks
1772,25847,Beverages,HotDrinks
1773,26284,Beverages,HotDrinks
1774,26340,Beverages,HotDrinks
1775,26505,Beverages,HotDrinks
1776,26859,Beverages,HotDrinks
1777,27997,Beverages,HotDrinks
1778,28682,Beverages,HotDrinks
1779,28807,Beverages,HotDrinks
1780,29486,Beverages,HotDrinks
1781,29540,Beverages,HotDrinks
1782,31785,Beverages,HotDrinks
1783,31951,Beverages,HotDrinks
1784,33068,Beverages,HotDrinks
1785,33614,Beverages,HotDrinks
1786,33620,Beverages,HotDrinks
1787,33936,Beverages,HotDrinks
1788,34581,Beverages,HotDrinks
1789,36243,Beverages,HotDrinks
1790,36773,Beverages,HotDrinks
1791,36927,Beverages,HotDrinks
1792,37611,Beverages,HotDrinks
1793,37717,Beverages,HotDrinks
1794,38213,Beverages,HotDrinks
1795,38630,Beverages,HotDrinks
1796,39751,Beverages,HotDrinks
1797,39844,Beverages,HotDrinks
1798,40006,Beverages,HotDrinks
1799,40346,Beverages,HotDrinks
1800,41684,Beverages,HotDrinks
1801,41999,Beverages,HotDrinks
1802,42461,Beverages,HotDrinks
1803,42469,Beverages,HotDrinks
1804,42507,Beverages,HotDrinks
1805,42871,Beverages,HotDrinks
1806,42931,Beverages,HotDrinks
1807,43813,Beverages,HotDrinks
1808,44835,Beverages,HotDrinks
1809,45160,Beverages,HotDrinks
1810,45167,Beverages,HotDrinks
1811,45269,Beverages,HotDrinks
1812,45724,Beverages,HotDrinks
1813,48320,Beverages,HotDrinks
1814,48619,Beverages,HotDrinks
1815,49188,Beverages,HotDrinks
1816,49422,Beverages,HotDrinks
1817,50768,Beverages,HotDrinks
1818,51212,Beverages,HotDrinks
1819,51880,Beverages,HotDrinks
1820,52547,Beverages,HotDrinks
1821,52880,Beverages,HotDrinks
1822,52936,Beverages,HotDrinks
1823,53097,Beverages,HotDrinks
1824,53470,Beverages,HotDrinks
1825,53507,Beverages,HotDrinks
1826,55803,Beverages,HotDrinks
1827,55988,Beverages,HotDrinks
1828,57089,Beverages,HotDrinks
1829,57312,Beverages,HotDrinks
1830,58428,Beverages,HotDrinks
1831,58452,Beverages,HotDrinks
1832,58778,Beverages,HotDrinks
1833,58789,Beverages,HotDrinks
1834,59131,Beverages,HotDrinks
1835,59804,Beverages,HotDrinks
1836,60688,Beverages,HotDrinks
1837,60808,Beverages,HotDrinks
1838,60854,Beverages,HotDrinks
1839,61511,Beverages,HotDrinks
1840,61593,Beverages,HotDrinks
1841,62357,Beverages,HotDrinks
1842,62843,Beverages,HotDrinks
1843,65103,Beverages,HotDrinks
1844,65178,Beverages,HotDrinks
1845,67003,Beverages,HotDrinks
1846,67206,Beverages,HotDrinks
1847,67211,Beverages,HotDrinks
1848,67886,Beverages,HotDrinks
1849,68424,Beverages,HotDrinks
1850,68823,Beverages,HotDrinks
1851,70303,Beverages,HotDrinks
1852,70304,Beverages,HotDrinks
1853,70708,Beverages,HotDrinks
1854,71381,Beverages,HotDrinks
1855,72319,Beverages,HotDrinks
1856,73186,Beverages,HotDrinks
1857,73640,Beverages,HotDrinks
1858,73970,Beverages,HotDrinks
1859,74135,Beverages,HotDrinks
1860,74532,Beverages,HotDrinks
1861,74944,Beverages,HotDrinks
1862,75093,Beverages,HotDrinks
1863,75106,Beverages,HotDrinks
1864,75183,Beverages,HotDrinks
1865,76536,Beverages,HotDrinks
1866,76956,Beverages,HotDrinks
1867,77286,Beverages,HotDrinks
1868,77694,Beverages,HotDrinks
1869,77842,Beverages,HotDrinks
1870,80119,Beverages,HotDrinks
1871,80342,Beverages,HotDrinks
1872,80856,Beverages,HotDrinks
1873,81325,Beverages,HotDrinks
1874,82593,Beverages,HotDrinks
1875,83515,Beverages,HotDrinks
1876,83522,Beverages,HotDrinks
1877,83566,Beverages,HotDrinks
1878,84452,Beverages,HotDrinks
1879,85993,Beverages,HotDrinks
1880,86463,Beverages,HotDrinks
1881,86726,Beverages,HotDrinks
1882,87227,Beverages,HotDrinks
1883,87525,Beverages,HotDrinks
1884,87892,Beverages,HotDrinks
1885,88145,Beverages,HotDrinks
1886,88199,Beverages,HotDrinks
1887,88760,Beverages,HotDrinks
1888,89984,Beverages,HotDrinks
1889,89995,Beverages,HotDrinks
1890,90961,Beverages,HotDrinks
1891,91265,Beverages,HotDrinks
1892,91752,Beverages,HotDrinks
1893,92112,Beverages,HotDrinks
1894,94388,Beverages,HotDrinks
1895,95212,Beverages,HotDrinks
1896,95854,Beverages,HotDrinks
1897,96376,Beverages,HotDrinks
1898,96705,Beverages,HotDrinks
1899,96754,Beverages,HotDrinks
1900,97245,Beverages,HotDrinks
1901,98025,Beverages,HotDrinks
1902,98036,Beverages,HotDrinks
1903,99019,Beverages,HotDrinks
1904,100023,Beverages,HotDrinks
1905,100328,Beverages,HotDrinks
1906,102041,Beverages,HotDrinks
1907,102043,Beverages,HotDrinks
1908,102045,Beverages,HotDrinks
1909,102047,Beverages,HotDrinks
1910,102553,Beverages,HotDrinks
1911,105246,Beverages,HotDrinks
1912,105667,Beverages,HotDrinks
1913,107466,Beverages,HotDrinks
1914,107469,Beverages,HotDrinks
1915,107733,Beverages,HotDrinks
1916,109039,Beverages,HotDrinks
1917,109040,Beverages,HotDrinks
1918,110359,Beverages,HotDrinks
1919,110361,Beverages,HotDrinks
1920,111557,Beverages,HotDrinks
1921,111558,Beverages,HotDrinks
1922,114041,Beverages,HotDrinks
1923,114042,Beverages,HotDrinks
1924,115468,Beverages,HotDrinks
1925,116982,Beverages,HotDrinks
1926,116985,Beverages,HotDrinks
1927,116987,Beverages,HotDrinks
1928,117721,Beverages,HotDrinks
1929,120437,Beverages,HotDrinks
1930,121299,Beverages,HotDrinks
1931,129310,Beverages,HotDrinks
1932,132412,Beverages,HotDrinks
1933,132610,Beverages,HotDrinks
1934,132613,Beverages,HotDrinks
1935,133601,Beverages,HotDrinks
1936,134601,Beverages,HotDrinks
1937,134607,Beverages,HotDrinks
1938,135639,Beverages,HotDrinks
1939,135647,Beverages,HotDrinks
1940,137120,Beverages,HotDrinks
1941,141279,Beverages,HotDrinks
1942,158469,Beverages,HotDrinks
1943,158656,Beverages,HotDrinks
1944,158657,Beverages,HotDrinks
1945,158659,Beverages,HotDrinks
1946,159888,Beverages,HotDrinks
1947,161716,Beverages,HotDrinks
1948,163743,Beverages,HotDrinks
1949,168095,Beverages,HotDrinks
1950,168096,Beverages,HotDrinks
1951,169023,Beverages,HotDrinks
1952,169303,Beverages,HotDrinks
1953,169305,Beverages,HotDrinks
1954,169406,Beverages,HotDrinks
1955,169407,Beverages,HotDrinks
1956,175505,Beverages,HotDrinks
1957,175697,Beverages,HotDrinks
1958,177382,Beverages,HotDrinks
1959,178663,Beverages,HotDrinks
1960,188655,Beverages,HotDrinks
1961,190846,Beverages,HotDrinks
1962,190918,Beverages,HotDrinks
1963,192851,Beverages,HotDrinks
1964,193357,Beverages,HotDrinks
1965,193358,Beverages,HotDrinks
1966,193373,Beverages,HotDrinks
1967,193378,Beverages,HotDrinks
1968,193775,Beverages,HotDrinks
1969,196518,Beverages,HotDrinks
1970,198871,Beverages,HotDrinks
1971,202316,Beverages,HotDrinks
1972,202322,Beverages,HotDrinks
1973,207808,Beverages,HotDrinks
1974,210035,Beverages,HotDrinks
1975,210043,Beverages,HotDrinks
1976,211331,Beverages,HotDrinks
1977,211896,Beverages,HotDrinks
1978,211899,Beverages,HotDrinks
1979,211900,Beverages,HotDrinks
1980,212102,Beverages,HotDrinks
1981,216062,Beverages,HotDrinks
1982,218575,Beverages,HotDrinks
1983,220725,Beverages,HotDrinks
1984,246872,Beverages,HotDrinks
1985,1084,Beverages,LongLifeJuice
1986,1101,Beverages,LongLifeJuice
1987,1341,Beverages,LongLifeJuice
1988,1690,Beverages,LongLifeJuice
1989,3610,Beverages,LongLifeJuice
1990,4798,Beverages,LongLifeJuice
1991,5846,Beverages,LongLifeJuice
1992,7236,Beverages,LongLifeJuice
1993,8096,Beverages,LongLifeJuice
1994,8309,Beverages,LongLifeJuice
1995,8905,Beverages,LongLifeJuice
1996,10859,Beverages,LongLifeJuice
1997,10948,Beverages,LongLifeJuice
1998,12076,Beverages,LongLifeJuice
1999,13733,Beverages,LongLifeJuice
2000,13795,Beverages,LongLifeJuice
2001,14046,Beverages,LongLifeJuice
2002,15547,Beverages,LongLifeJuice
2003,16234,Beverages,LongLifeJuice
2004,16354,Beverages,LongLifeJuice
2005,16373,Beverages,LongLifeJuice
2006,18499,Beverages,LongLifeJuice
2007,18831,Beverages,LongLifeJuice
2008,19254,Beverages,LongLifeJuice
2009,20721,Beverages,LongLifeJuice
2010,21211,Beverages,LongLifeJuice
2011,24307,Beverages,LongLifeJuice
2012,24742,Beverages,LongLifeJuice
2013,25346,Beverages,LongLifeJuice
2014,25655,Beverages,LongLifeJuice
2015,28456,Beverages,LongLifeJuice
2016,30711,Beverages,LongLifeJuice
2017,31593,Beverages,LongLifeJuice
2018,32659,Beverages,LongLifeJuice
2019,33249,Beverages,LongLifeJuice
2020,33932,Beverages,LongLifeJuice
2021,34617,Beverages,LongLifeJuice
2022,36969,Beverages,LongLifeJuice
2023,37111,Beverages,LongLifeJuice
2024,38282,Beverages,LongLifeJuice
2025,40995,Beverages,LongLifeJuice
2026,41405,Beverages,LongLifeJuice
2027,41615,Beverages,LongLifeJuice
2028,41732,Beverages,LongLifeJuice
2029,47046,Beverages,LongLifeJuice
2030,47100,Beverages,LongLifeJuice
2031,47602,Beverages,LongLifeJuice
2032,52125,Beverages,LongLifeJuice
2033,53043,Beverages,LongLifeJuice
2034,53177,Beverages,LongLifeJuice
2035,54043,Beverages,LongLifeJuice
2036,54719,Beverages,LongLifeJuice
2037,59662,Beverages,LongLifeJuice
2038,60646,Beverages,LongLifeJuice
2039,61170,Beverages,LongLifeJuice
2040,61360,Beverages,LongLifeJuice
2041,62050,Beverages,LongLifeJuice
2042,62206,Beverages,LongLifeJuice
2043,65609,Beverages,LongLifeJuice
2044,67527,Beverages,LongLifeJuice
2045,68629,Beverages,LongLifeJuice
2046,68839,Beverages,LongLifeJuice
2047,69309,Beverages,LongLifeJuice
2048,71024,Beverages,LongLifeJuice
2049,71452,Beverages,LongLifeJuice
2050,72505,Beverages,LongLifeJuice
2051,72854,Beverages,LongLifeJuice
2052,73128,Beverages,LongLifeJuice
2053,73638,Beverages,LongLifeJuice
2054,73901,Beverages,LongLifeJuice
2055,75572,Beverages,LongLifeJuice
2056,76160,Beverages,LongLifeJuice
2057,76950,Beverages,LongLifeJuice
2058,77581,Beverages,LongLifeJuice
2059,79401,Beverages,LongLifeJuice
2060,79453,Beverages,LongLifeJuice
2061,82627,Beverages,LongLifeJuice
2062,82944,Beverages,LongLifeJuice
2063,83725,Beverages,LongLifeJuice
2064,84778,Beverages,LongLifeJuice
2065,85457,Beverages,LongLifeJuice
2066,87277,Beverages,LongLifeJuice
2067,88438,Beverages,LongLifeJuice
2068,90892,Beverages,LongLifeJuice
2069,91009,Beverages,LongLifeJuice
2070,95112,Beverages,LongLifeJuice
2071,97175,Beverages,LongLifeJuice
2072,98782,Beverages,LongLifeJuice
2073,107107,Beverages,LongLifeJuice
2074,107112,Beverages,LongLifeJuice
2075,109060,Beverages,LongLifeJuice
2076,113287,Beverages,LongLifeJuice
2077,120525,Beverages,LongLifeJuice
2078,120526,Beverages,LongLifeJuice
2079,125338,Beverages,LongLifeJuice
2080,125384,Beverages,LongLifeJuice
2081,132626,Beverages,LongLifeJuice
2082,132629,Beverages,LongLifeJuice
2083,156713,Beverages,LongLifeJuice
2084,156719,Beverages,LongLifeJuice
2085,165357,Beverages,LongLifeJuice
2086,165359,Beverages,LongLifeJuice
2087,169403,Beverages,LongLifeJuice
2088,169404,Beverages,LongLifeJuice
2089,170341,Beverages,LongLifeJuice
2090,172414,Beverages,LongLifeJuice
2091,174519,Beverages,LongLifeJuice
2092,174520,Beverages,LongLifeJuice
2093,187303,Beverages,LongLifeJuice
2094,187304,Beverages,LongLifeJuice
2095,201915,Beverages,LongLifeJuice
2096,203611,Beverages,LongLifeJuice
2097,209014,Beverages,LongLifeJuice
2098,209016,Beverages,LongLifeJuice
2099,209258,Beverages,LongLifeJuice
2100,212079,Beverages,LongLifeJuice
2101,252,Beverages,SoftDrinks
2102,415,Beverages,SoftDrinks
2103,600,Beverages,SoftDrinks
2104,744,Beverages,SoftDrinks
2105,1174,Beverages,SoftDrinks
2106,1969,Beverages,SoftDrinks
2107,2895,Beverages,SoftDrinks
2108,3286,Beverages,SoftDrinks
2109,3411,Beverages,SoftDrinks
2110,3507,Beverages,SoftDrinks
2111,3664,Beverages,SoftDrinks
2112,3703,Beverages,SoftDrinks
2113,4065,Beverages,SoftDrinks
2114,4073,Beverages,SoftDrinks
2115,4518,Beverages,SoftDrinks
2116,4852,Beverages,SoftDrinks
2117,5114,Beverages,SoftDrinks
2118,5156,Beverages,SoftDrinks
2119,5401,Beverages,SoftDrinks
2120,6295,Beverages,SoftDrinks
2121,6701,Beverages,SoftDrinks
2122,7490,Beverages,SoftDrinks
2123,7595,Beverages,SoftDrinks
2124,7906,Beverages,SoftDrinks
2125,7933,Beverages,SoftDrinks
2126,8044,Beverages,SoftDrinks
2127,8093,Beverages,SoftDrinks
2128,8100,Beverages,SoftDrinks
2129,8594,Beverages,SoftDrinks
2130,8728,Beverages,SoftDrinks
2131,8886,Beverages,SoftDrinks
2132,9546,Beverages,SoftDrinks
2133,9749,Beverages,SoftDrinks
2134,10270,Beverages,SoftDrinks
2135,10912,Beverages,SoftDrinks
2136,11027,Beverages,SoftDrinks
2137,11713,Beverages,SoftDrinks
2138,11748,Beverages,SoftDrinks
2139,11760,Beverages,SoftDrinks
2140,11809,Beverages,SoftDrinks
2141,11877,Beverages,SoftDrinks
2142,11942,Beverages,SoftDrinks
2143,11960,Beverages,SoftDrinks
2144,14044,Beverages,SoftDrinks
2145,14194,Beverages,SoftDrinks
2146,14879,Beverages,SoftDrinks
2147,15422,Beverages,SoftDrinks
2148,15454,Beverages,SoftDrinks
2149,15493,Beverages,SoftDrinks
2150,15667,Beverages,SoftDrinks
2151,16155,Beverages,SoftDrinks
2152,16536,Beverages,SoftDrinks
2153,16699,Beverages,SoftDrinks
2154,16823,Beverages,SoftDrinks
2155,16873,Beverages,SoftDrinks
2156,17144,Beverages,SoftDrinks
2157,17290,Beverages,SoftDrinks
2158,17484,Beverages,SoftDrinks
2159,17485,Beverages,SoftDrinks
2160,17509,Beverages,SoftDrinks
2161,17561,Beverages,SoftDrinks
2162,17835,Beverages,SoftDrinks
2163,18165,Beverages,SoftDrinks
2164,18353,Beverages,SoftDrinks
2165,18365,Beverages,SoftDrinks
2166,18938,Beverages,SoftDrinks
2167,19376,Beverages,SoftDrinks
2168,19456,Beverages,SoftDrinks
2169,20111,Beverages,SoftDrinks
2170,20316,Beverages,SoftDrinks
2171,20371,Beverages,SoftDrinks
2172,20462,Beverages,SoftDrinks
2173,20619,Beverages,SoftDrinks
2174,20723,Beverages,SoftDrinks
2175,20734,Beverages,SoftDrinks
2176,21740,Beverages,SoftDrinks
2177,21856,Beverages,SoftDrinks
2178,22232,Beverages,SoftDrinks
2179,22424,Beverages,SoftDrinks
2180,22881,Beverages,SoftDrinks
2181,22893,Beverages,SoftDrinks
2182,23142,Beverages,SoftDrinks
2183,23869,Beverages,SoftDrinks
2184,24223,Beverages,SoftDrinks
2185,25543,Beverages,SoftDrinks
2186,25616,Beverages,SoftDrinks
2187,25994,Beverages,SoftDrinks
2188,26310,Beverages,SoftDrinks
2189,27249,Beverages,SoftDrinks
2190,27432,Beverages,SoftDrinks
2191,27729,Beverages,SoftDrinks
2192,28060,Beverages,SoftDrinks
2193,28064,Beverages,SoftDrinks
2194,28078,Beverages,SoftDrinks
2195,28090,Beverages,SoftDrinks
2196,28132,Beverages,SoftDrinks
2197,28277,Beverages,SoftDrinks
2198,28369,Beverages,SoftDrinks
2199,28745,Beverages,SoftDrinks
2200,28749,Beverages,SoftDrinks
2201,28962,Beverages,SoftDrinks
2202,29185,Beverages,SoftDrinks
2203,29348,Beverages,SoftDrinks
2204,29757,Beverages,SoftDrinks
2205,30137,Beverages,SoftDrinks
2206,30877,Beverages,SoftDrinks
2207,31142,Beverages,SoftDrinks
2208,31287,Beverages,SoftDrinks
2209,31301,Beverages,SoftDrinks
2210,31496,Beverages,SoftDrinks
2211,31674,Beverages,SoftDrinks
2212,31708,Beverages,SoftDrinks
2213,31943,Beverages,SoftDrinks
2214,32490,Beverages,SoftDrinks
2215,33232,Beverages,SoftDrinks
2216,34117,Beverages,SoftDrinks
2217,34243,Beverages,SoftDrinks
2218,34601,Beverages,SoftDrinks
2219,34717,Beverages,SoftDrinks
2220,35866,Beverages,SoftDrinks
2221,36121,Beverages,SoftDrinks
2222,36224,Beverages,SoftDrinks
2223,36574,Beverages,SoftDrinks
2224,36872,Beverages,SoftDrinks
2225,36971,Beverages,SoftDrinks
2226,36988,Beverages,SoftDrinks
2227,37574,Beverages,SoftDrinks
2228,37672,Beverages,SoftDrinks
2229,37902,Beverages,SoftDrinks
2230,38031,Beverages,SoftDrinks
2231,38080,Beverages,SoftDrinks
2232,38129,Beverages,SoftDrinks
2233,38707,Beverages,SoftDrinks
2234,38756,Beverages,SoftDrinks
2235,38814,Beverages,SoftDrinks
2236,38883,Beverages,SoftDrinks
2237,38970,Beverages,SoftDrinks
2238,39476,Beverages,SoftDrinks
2239,39694,Beverages,SoftDrinks
2240,39699,Beverages,SoftDrinks
2241,39764,Beverages,SoftDrinks
2242,40004,Beverages,SoftDrinks
2243,40047,Beverages,SoftDrinks
2244,40772,Beverages,SoftDrinks
2245,40911,Beverages,SoftDrinks
2246,40922,Beverages,SoftDrinks
2247,41109,Beverages,SoftDrinks
2248,41364,Beverages,SoftDrinks
2249,41947,Beverages,SoftDrinks
2250,42413,Beverages,SoftDrinks
2251,43732,Beverages,SoftDrinks
2252,43810,Beverages,SoftDrinks
2253,43952,Beverages,SoftDrinks
2254,44160,Beverages,SoftDrinks
2255,44488,Beverages,SoftDrinks
2256,45166,Beverages,SoftDrinks
2257,45308,Beverages,SoftDrinks
2258,45313,Beverages,SoftDrinks
2259,45666,Beverages,SoftDrinks
2260,45941,Beverages,SoftDrinks
2261,46366,Beverages,SoftDrinks
2262,46712,Beverages,SoftDrinks
2263,46760,Beverages,SoftDrinks
2264,46899,Beverages,SoftDrinks
2265,48159,Beverages,SoftDrinks
2266,50034,Beverages,SoftDrinks
2267,51150,Beverages,SoftDrinks
2268,51263,Beverages,SoftDrinks
2269,51289,Beverages,SoftDrinks
2270,51876,Beverages,SoftDrinks
2271,52553,Beverages,SoftDrinks
2272,54032,Beverages,SoftDrinks
2273,54631,Beverages,SoftDrinks
2274,54931,Beverages,SoftDrinks
2275,55028,Beverages,SoftDrinks
2276,55031,Beverages,SoftDrinks
2277,55957,Beverages,SoftDrinks
2278,56052,Beverages,SoftDrinks
2279,56175,Beverages,SoftDrinks
2280,56594,Beverages,SoftDrinks
2281,56791,Beverages,SoftDrinks
2282,57796,Beverages,SoftDrinks
2283,57880,Beverages,SoftDrinks
2284,58669,Beverages,SoftDrinks
2285,58784,Beverages,SoftDrinks
2286,58926,Beverages,SoftDrinks
2287,59060,Beverages,SoftDrinks
2288,59409,Beverages,SoftDrinks
2289,60283,Beverages,SoftDrinks
2290,60852,Beverages,SoftDrinks
2291,61589,Beverages,SoftDrinks
2292,61731,Beverages,SoftDrinks
2293,62008,Beverages,SoftDrinks
2294,63066,Beverages,SoftDrinks
2295,64538,Beverages,SoftDrinks
2296,64734,Beverages,SoftDrinks
2297,64749,Beverages,SoftDrinks
2298,65150,Beverages,SoftDrinks
2299,65838,Beverages,SoftDrinks
2300,66129,Beverages,SoftDrinks
2301,66529,Beverages,SoftDrinks
2302,67889,Beverages,SoftDrinks
2303,68613,Beverages,SoftDrinks
